brand,model,ev_description
Kia,EV9 99.8 kWh AWD,"The Kia EV9 99.8 kWh AWD is an electric vehicle in the JF - Luxury segment. It has a 96.0 kWh Lithium-ion battery that provides a range of approximately 435.0 km. The top speed is 200.0 km/h with 0-100 acceleration in 6.0 seconds. It supports DC fast charging at up to 194.0 kW via CCS port. It offers 333.0 liters of cargo space, seats 7 passengers, and has a AWD drivetrain. This vehicle belongs to the SUV category."
Kia,EV9 99.8 kWh AWD GT,"The Kia EV9 99.8 kWh AWD GT is an electric vehicle in the JF - Luxury segment. It has a 96.0 kWh Lithium-ion battery that provides a range of approximately 420.0 km. The top speed is 220.0 km/h with 0-100 acceleration in 4.6 seconds. It supports DC fast charging at up to 194.0 kW via CCS port. It offers 333.0 liters of cargo space, seats 7 passengers, and has a AWD drivetrain. This vehicle belongs to the SUV category."
Kia,EV9 99.8 kWh AWD GT-Line,"The Kia EV9 99.8 kWh AWD GT-Line is an electric vehicle in the JF - Luxury segment. It has a 96.0 kWh Lithium-ion battery that provides a range of approximately 425.0 km. The top speed is 200.0 km/h with 0-100 acceleration in 5.3 seconds. It supports DC fast charging at up to 194.0 kW via CCS port. It offers 333.0 liters of cargo space, seats 7 passengers, and has a AWD drivetrain. This vehicle belongs to the SUV category."
Kia,EV9 99.8 kWh RWD,"The Kia EV9 99.8 kWh RWD is an electric vehicle in the JF - Luxury segment. It has a 96.0 kWh Lithium-ion battery that provides a range of approximately 450.0 km. The top speed is 185.0 km/h with 0-100 acceleration in 9.4 seconds. It supports DC fast charging at up to 194.0 kW via CCS port. It offers 333.0 liters of cargo space, seats 7 passengers, and has a RWD drivetrain. This vehicle belongs to the SUV category."
Kia,Niro EV,"The Kia Niro EV is an electric vehicle in the JC - Medium segment. It has a 64.8 kWh Lithium-ion battery that provides a range of approximately 385.0 km. The top speed is 167.0 km/h with 0-100 acceleration in 7.8 seconds. It supports DC fast charging at up to 70.0 kW via CCS port. It offers 475.0 liters of cargo space, seats 5 passengers, and has a FWD drivetrain. This vehicle belongs to the SUV category."
Lancia,Ypsilon,"The Lancia Ypsilon is an electric vehicle in the B - Compact segment. It has a 48.1 kWh Lithium-ion battery that provides a range of approximately 310.0 km. The top speed is 150.0 km/h with 0-100 acceleration in 8.2 seconds. It supports DC fast charging at up to 80.0 kW via CCS port. It offers 309.0 liters of cargo space, seats 5 passengers, and has a FWD drivetrain. This vehicle belongs to the Hatchback category."
Leapmotor,C10,"The Leapmotor C10 is an electric vehicle in the JD - Large segment. It has a 69.9 kWh Lithium-ion battery that provides a range of approximately 350.0 km. The top speed is 170.0 km/h with 0-100 acceleration in 7.5 seconds. It supports DC fast charging at up to 70.0 kW via CCS port. It offers 435.0 liters of cargo space, seats 5 passengers, and has a RWD drivetrain. This vehicle belongs to the SUV category."
Leapmotor,T03,"The Leapmotor T03 is an electric vehicle in the A - Mini segment. It has a 36.0 kWh Lithium-ion battery that provides a range of approximately 225.0 km. The top speed is 130.0 km/h with 0-100 acceleration in 12.7 seconds. It supports DC fast charging at up to 30.0 kW via CCS port. It offers 210.0 liters of cargo space, seats 4 passengers, and has a FWD drivetrain. This vehicle belongs to the Hatchback category."
Lexus,RZ 300e,"The Lexus RZ 300e is an electric vehicle in the JC - Medium segment. It has a 64.0 kWh Lithium-ion battery that provides a range of approximately 365.0 km. The top speed is 160.0 km/h with 0-100 acceleration in 8.0 seconds. It supports DC fast charging at up to 100.0 kW via CCS port. It offers 522.0 liters of cargo space, seats 5 passengers, and has a FWD drivetrain. This vehicle belongs to the SUV category."
Lexus,RZ 450e,"The Lexus RZ 450e is an electric vehicle in the JD - Large segment. It has a 64.0 kWh Lithium-ion battery that provides a range of approximately 350.0 km. The top speed is 160.0 km/h with 0-100 acceleration in 5.6 seconds. It supports DC fast charging at up to 100.0 kW via CCS port. It offers 522.0 liters of cargo space, seats 5 passengers, and has a AWD drivetrain. This vehicle belongs to the SUV category."
Lexus,UX 300e,"The Lexus UX 300e is an electric vehicle in the JC - Medium segment. It has a 64.0 kWh Lithium-ion battery that provides a range of approximately 340.0 km. The top speed is 160.0 km/h with 0-100 acceleration in 7.5 seconds. It supports DC fast charging at up to 35.0 kW via CHAdeMO port. It offers 316.0 liters of cargo space, seats 5 passengers, and has a FWD drivetrain. This vehicle belongs to the SUV category."
Lotus,Eletre,"The Lotus Eletre is an electric vehicle in the JF - Luxury segment. It has a 109.0 kWh Lithium-ion battery that provides a range of approximately 495.0 km. The top speed is 250.0 km/h with 0-100 acceleration in 4.5 seconds. It supports DC fast charging at up to 259.0 kW via CCS port. It offers 611.0 liters of cargo space, seats 5 passengers, and has a AWD drivetrain. This vehicle belongs to the SUV category."
Lotus,Eletre R,"The Lotus Eletre R is an electric vehicle in the JF - Luxury segment. It has a 109.0 kWh Lithium-ion battery that provides a range of approximately 455.0 km. The top speed is 260.0 km/h with 0-100 acceleration in 2.9 seconds. It supports DC fast charging at up to 259.0 kW via CCS port. It offers 611.0 liters of cargo space, seats 5 passengers, and has a AWD drivetrain. This vehicle belongs to the SUV category."
Lotus,Eletre S,"The Lotus Eletre S is an electric vehicle in the JF - Luxury segment. It has a 109.0 kWh Lithium-ion battery that provides a range of approximately 480.0 km. The top speed is 250.0 km/h with 0-100 acceleration in 4.5 seconds. It supports DC fast charging at up to 259.0 kW via CCS port. It offers 611.0 liters of cargo space, seats 5 passengers, and has a AWD drivetrain. This vehicle belongs to the SUV category."
Lotus,Emeya,"The Lotus Emeya is an electric vehicle in the F - Luxury segment. It has a 98.9 kWh Lithium-ion battery that provides a range of approximately 520.0 km. The top speed is 250.0 km/h with 0-100 acceleration in 4.2 seconds. It supports DC fast charging at up to 240.0 kW via CCS port. It offers 509.0 liters of cargo space, seats 5 passengers, and has a AWD drivetrain. This vehicle belongs to the Liftback Sedan category."
Lotus,Emeya R,"The Lotus Emeya R is an electric vehicle in the F - Luxury segment. It has a 98.9 kWh Lithium-ion battery that provides a range of approximately 465.0 km. The top speed is 256.0 km/h with 0-100 acceleration in 2.8 seconds. It supports DC fast charging at up to 240.0 kW via CCS port. It offers 509.0 liters of cargo space, seats 5 passengers, and has a AWD drivetrain. This vehicle belongs to the Liftback Sedan category."
Lotus,Emeya S,"The Lotus Emeya S is an electric vehicle in the F - Luxury segment. It has a 98.9 kWh Lithium-ion battery that provides a range of approximately 520.0 km. The top speed is 250.0 km/h with 0-100 acceleration in 4.2 seconds. It supports DC fast charging at up to 240.0 kW via CCS port. It offers 509.0 liters of cargo space, seats 5 passengers, and has a AWD drivetrain. This vehicle belongs to the Liftback Sedan category."
Lucid,Air Grand Touring,"The Lucid Air Grand Touring is an electric vehicle in the F - Luxury segment. It has a 112.0 kWh Lithium-ion battery that provides a range of approximately 665.0 km. The top speed is 270.0 km/h with 0-100 acceleration in 3.0 seconds. It supports DC fast charging at up to 184.0 kW via CCS port. It offers 456.0 liters of cargo space, seats 5 passengers, and has a AWD drivetrain. This vehicle belongs to the Sedan category."
Lucid,Air Pure RWD,"The Lucid Air Pure RWD is an electric vehicle in the F - Luxury segment. It has a 92.0 kWh Lithium-ion battery that provides a range of approximately 565.0 km. The top speed is 200.0 km/h with 0-100 acceleration in 4.7 seconds. It supports DC fast charging at up to 160.0 kW via CCS port. It offers 456.0 liters of cargo space, seats 5 passengers, and has a RWD drivetrain. This vehicle belongs to the Sedan category."
Lucid,Air Touring,"The Lucid Air Touring is an electric vehicle in the F - Luxury segment. It has a 92.0 kWh Lithium-ion battery that provides a range of approximately 580.0 km. The top speed is 250.0 km/h with 0-100 acceleration in 3.2 seconds. It supports DC fast charging at up to 160.0 kW via CCS port. It offers 456.0 liters of cargo space, seats 5 passengers, and has a AWD drivetrain. This vehicle belongs to the Sedan category."
Lynk&Co,02,"The Lynk&Co 02 is an electric vehicle in the JC - Medium segment. It has a 65.0 kWh Lithium-ion battery that provides a range of approximately 370.0 km. The top speed is 180.0 km/h with 0-100 acceleration in 5.5 seconds. It supports DC fast charging at up to 90.0 kW via CCS port. It offers 410.0 liters of cargo space, seats 5 passengers, and has a RWD drivetrain. This vehicle belongs to the SUV category."
MG,Cyberster GT,"The MG Cyberster GT is an electric vehicle in the G - Sports segment. It has a 74.4 kWh Lithium-ion battery that provides a range of approximately 395.0 km. The top speed is 200.0 km/h with 0-100 acceleration in 3.2 seconds. It supports DC fast charging at up to 85.0 kW via CCS port. It offers 249.0 liters of cargo space, seats 2 passengers, and has a AWD drivetrain. This vehicle belongs to the Cabriolet category."
MG,Cyberster Trophy,"The MG Cyberster Trophy is an electric vehicle in the G - Sports segment. It has a 74.4 kWh Lithium-ion battery that provides a range of approximately 425.0 km. The top speed is 195.0 km/h with 0-100 acceleration in 5.0 seconds. It supports DC fast charging at up to 85.0 kW via CCS port. It offers 249.0 liters of cargo space, seats 2 passengers, and has a RWD drivetrain. This vehicle belongs to the Cabriolet category."
MG,4 Electric 51 kWh,"The MG 4 Electric 51 kWh is an electric vehicle in the C - Medium segment. It has a 50.8 kWh Lithium-ion battery that provides a range of approximately 300.0 km. The top speed is 160.0 km/h with 0-100 acceleration in 7.7 seconds. It supports DC fast charging at up to 68.0 kW via CCS port. It offers 363.0 liters of cargo space, seats 5 passengers, and has a RWD drivetrain. This vehicle belongs to the Hatchback category."
MG,4 Electric 64 kWh,"The MG 4 Electric 64 kWh is an electric vehicle in the C - Medium segment. It has a 61.7 kWh Lithium-ion battery that provides a range of approximately 360.0 km. The top speed is 160.0 km/h with 0-100 acceleration in 7.9 seconds. It supports DC fast charging at up to 116.0 kW via CCS port. It offers 363.0 liters of cargo space, seats 5 passengers, and has a RWD drivetrain. This vehicle belongs to the Hatchback category."
MG,4 Electric 77 kWh,"The MG 4 Electric 77 kWh is an electric vehicle in the C - Medium segment. It has a 74.4 kWh Lithium-ion battery that provides a range of approximately 425.0 km. The top speed is 180.0 km/h with 0-100 acceleration in 6.5 seconds. It supports DC fast charging at up to 110.0 kW via CCS port. It offers 363.0 liters of cargo space, seats 5 passengers, and has a RWD drivetrain. This vehicle belongs to the Hatchback category."
MG,4 Electric XPOWER,"The MG 4 Electric XPOWER is an electric vehicle in the C - Medium segment. It has a 61.7 kWh Lithium-ion battery that provides a range of approximately 320.0 km. The top speed is 200.0 km/h with 0-100 acceleration in 3.8 seconds. It supports DC fast charging at up to 116.0 kW via CCS port. It offers 363.0 liters of cargo space, seats 5 passengers, and has a AWD drivetrain. This vehicle belongs to the Hatchback category."
MG,5 Electric Long Range,"The MG 5 Electric Long Range is an electric vehicle in the C - Medium segment. It has a 57.4 kWh Lithium-ion battery that provides a range of approximately 335.0 km. The top speed is 185.0 km/h with 0-100 acceleration in 7.7 seconds. It supports DC fast charging at up to 60.0 kW via CCS port. It offers 479.0 liters of cargo space, seats 5 passengers, and has a FWD drivetrain. This vehicle belongs to the Station/Estate category."
MG,5 Electric Standard Range,"The MG 5 Electric Standard Range is an electric vehicle in the C - Medium segment. It has a 46.0 kWh Lithium-ion battery that provides a range of approximately 265.0 km. The top speed is 185.0 km/h with 0-100 acceleration in 7.7 seconds. It supports DC fast charging at up to 53.0 kW via CCS port. It offers 479.0 liters of cargo space, seats 5 passengers, and has a FWD drivetrain. This vehicle belongs to the Station/Estate category."
MG,S5  EV 49 kWh,"The MG S5  EV 49 kWh is an electric vehicle in the JC - Medium segment. It has a 47.1 kWh Lithium-ion battery that provides a range of approximately 275.0 km. The top speed is 170.0 km/h with 0-100 acceleration in 8.0 seconds. It supports DC fast charging at up to 80.0 kW via CCS port. It offers 453.0 liters of cargo space, seats 5 passengers, and has a RWD drivetrain. This vehicle belongs to the SUV category."
MG,S5  EV 64 kWh,"The MG S5  EV 64 kWh is an electric vehicle in the JC - Medium segment. It has a 62.1 kWh Lithium-ion battery that provides a range of approximately 365.0 km. The top speed is 190.0 km/h with 0-100 acceleration in 6.3 seconds. It supports DC fast charging at up to 90.0 kW via CCS port. It offers 453.0 liters of cargo space, seats 5 passengers, and has a RWD drivetrain. This vehicle belongs to the SUV category."
MG,ZS EV Long Range,"The MG ZS EV Long Range is an electric vehicle in the JB - Compact segment. It has a 68.3 kWh Lithium-ion battery that provides a range of approximately 370.0 km. The top speed is 175.0 km/h with 0-100 acceleration in 8.4 seconds. It supports DC fast charging at up to 82.0 kW via CCS port. It offers 448.0 liters of cargo space, seats 5 passengers, and has a FWD drivetrain. This vehicle belongs to the SUV category."
MG,ZS EV Standard Range,"The MG ZS EV Standard Range is an electric vehicle in the JB - Compact segment. It has a 49.0 kWh Lithium-ion battery that provides a range of approximately 265.0 km. The top speed is 175.0 km/h with 0-100 acceleration in 8.6 seconds. It supports DC fast charging at up to 50.0 kW via CCS port. It offers 448.0 liters of cargo space, seats 5 passengers, and has a FWD drivetrain. This vehicle belongs to the SUV category."
